X,Y,Z,A0,A1,A2,A5,A6,A7
823.529412,,,73.8,73.8,73.65,57.49,0.0,73.72
823.588235,-0.684504,0.494402,73.8,73.8,73.8,57.92,0.0,73.8
823.647059,,,73.22,73.65,73.8,58.21,0.0,73.8
823.705882,-0.684521,0.494453,73.8,73.72,73.65,57.64,0.0,73.65
823.764706,-0.684519,0.494484,73.36,73.72,73.72,57.56,0.0,73.8
823.823529,,,73.8,73.8,73.58,57.71,0.0,73.72
823.882353,-0.684479,0.494392,73.15,73.8,73.8,58.14,0.0,73.8
823.941176,,,73.8,73.8,73.58,57.64,0.0,73.8
824.000000,,,73.22,73.8,73.8,58.65,0.0,73.8
824.058824,-0.684481,0.494531,73.8,73.8,73.65,57.56,0.0,73.51
824.117647,,,73.8,73.8,73.8,58.28,0.0,73.8
824.176471,-0.684460,0.494539,73.07,73.8,73.8,59.44,0.0,73.8
824.235294,-0.684431,0.494479,73.8,73.72,73.72,57.92,0.0,73.65
824.294118,,,73.22,73.72,73.65,57.85,0.0,73.8
824.352941,,,73.8,73.8,73.58,58.0,0.0,73.72
824.411765,,,73.29,73.8,73.8,58.07,0.0,73.8
824.470588,,,73.8,73.8,73.58,57.92,0.0,73.8
824.529412,,,73.22,73.72,73.72,58.14,0.0,73.8
824.588235,,,73.15,73.8,73.8,58.0,0.0,73.8
824.647059,,,73.8,73.8,73.8,58.07,0.0,73.8
824.705882,-0.684418,0.494458,73.0,73.8,73.8,58.72,0.0,73.8
824.764706,,,73.8,73.72,73.65,58.07,0.0,73.72
824.823529,-0.684269,0.494492,73.07,73.65,73.8,58.72,0.0,73.8
824.882353,,,73.8,73.8,73.51,58.14,0.0,73.72
824.941176,,,73.29,73.8,73.72,58.14,0.0,73.8
825.000000,-0.684236,0.494480,73.8,73.8,73.51,58.14,0.0,73.72
825.058824,,,73.72,73.8,73.8,58.21,0.0,73.58
825.117647,-0.684261,0.494450,73.22,73.8,73.8,58.14,0.0,73.8
825.176471,-0.684281,0.494450,73.8,73.8,73.58,58.14,0.0,73.8
825.235294,,,73.15,73.8,73.8,58.65,0.0,73.8
825.294118,-0.684753,0.495380,73.8,73.72,73.65,58.28,0.0,73.72
825.352941,,,72.93,73.8,73.8,58.93,0.0,73.8
825.411765,,,73.8,73.72,73.58,58.36,0.0,73.65
825.470588,-0.684709,0.495348,73.65,73.8,73.58,58.65,0.0,73.8
825.529412,,,73.15,73.8,73.8,58.72,0.0,73.72
825.588235,-0.684139,0.494488,73.8,73.8,73.51,58.28,0.0,73.8
825.647059,-0.684200,0.494648,73.29,73.72,73.72,58.5,0.0,73.8
825.705882,,,73.8,73.8,73.65,58.43,0.0,73.72
825.764706,-0.684644,0.495422,73.22,73.8,73.8,58.5,0.0,73.8
825.823529,,,73.8,73.72,73.72,58.57,0.0,73.8
825.882353,,,73.07,73.8,73.8,59.44,0.0,73.8
825.941176,-0.684163,0.494541,73.8,73.8,73.58,58.65,0.0,73.72
826.000000,,,73.65,73.8,73.51,58.65,0.0,73.8
826.058824,-0.684092,0.494570,73.15,73.8,73.8,58.93,0.0,73.8
826.117647,-0.684074,0.494572,73.8,73.8,73.51,58.65,0.0,73.8
826.176471,,,73.07,73.8,73.8,59.15,0.0,73.8
826.235294,-0.684200,0.494553,73.8,73.8,73.72,58.65,0.0,73.72
826.294118,,,73.15,73.65,73.72,58.65,0.0,73.8
826.352941,,,73.8,73.72,73.65,58.72,0.0,73.8
826.411765,-0.684691,0.495447,73.58,73.65,73.72,58.93,0.0,73.8
826.470588,,,73.29,73.72,73.65,58.86,0.0,73.8
826.529412,-0.684607,0.495271,73.8,73.8,73.58,58.86,0.0,73.65
826.588235,-0.684180,0.494588,73.29,73.8,73.72,58.93,0.0,73.8
826.647059,,,73.8,73.8,73.58,58.79,0.0,73.8
826.705882,-0.684176,0.494567,73.07,73.8,73.8,59.37,0.0,73.8
826.764706,,,73.8,73.8,73.65,58.86,0.0,73.8
826.823529,,,73.15,73.8,73.8,59.51,0.0,73.8
826.882353,,,73.8,73.8,73.58,59.01,0.0,73.8
826.941176,,,73.58,73.72,73.8,59.37,0.0,73.8
827.000000,,,73.15,73.8,73.8,60.23,0.0,73.8
827.058824,,,73.8,73.8,73.58,59.01,0.0,73.65
827.117647,,,73.22,73.8,73.65,59.08,0.0,73.8
827.176471,,,73.8,73.8,73.51,59.08,0.0,73.72
827.235294,,,73.29,73.8,73.8,59.22,0.0,73.8
827.294118,,,73.8,73.8,73.65,59.01,0.0,73.72
827.352941,-0.684237,0.494589,73.65,73.8,73.8,59.37,0.0,73.8
827.411765,,,73.22,73.72,73.8,59.08,0.0,73.8
827.470588,-0.684262,0.494597,73.8,73.72,73.8,59.22,0.0,73.8
827.529412,-0.684233,0.494615,73.0,73.8,73.8,59.58,0.0,73.8
827.588235,,,73.8,73.72,73.51,59.22,0.0,73.65
827.647059,-0.684167,0.494718,73.22,73.72,73.72,59.66,0.0,73.8
827.705882,,,73.8,73.8,73.58,59.29,0.0,73.65
827.764706,,,73.29,73.8,73.72,59.22,0.0,73.8
827.823529,-0.684319,0.494651,73.8,73.8,73.72,59.15,0.0,73.8
827.882353,,,73.8,73.8,73.8,59.8,0.0,73.8
827.941176,-0.684750,0.495328,73.22,73.8,73.8,59.44,0.0,73.8
828.000000,-0.684259,0.494695,73.8,73.72,73.65,59.51,0.0,73.8
828.058824,,,73.07,73.8,73.8,60.02,0.0,73.8
828.117647,-0.684339,0.494803,73.8,73.72,73.58,59.58,0.0,73.65
828.176471,,,73.22,73.8,73.8,60.23,0.0,73.8
828.235294,,,73.8,73.8,73.58,59.58,0.0,73.65
828.294118,-0.684341,0.494746,73.65,73.72,73.58,59.73,0.0,73.8
828.352941,,,73.0,73.8,73.8,60.09,0.0,73.8
828.411765,-0.684320,0.494797,73.8,73.8,73.72,59.58,0.0,73.65
828.470588,-0.684358,0.494897,73.07,73.65,73.8,59.87,0.0,73.8
828.529412,,,73.8,73.72,73.58,59.58,0.0,73.8
828.588235,-0.684430,0.494880,73.22,73.8,73.8,59.8,0.0,73.8
828.647059,,,73.8,73.72,73.58,59.73,0.0,73.65
828.705882,,,73.15,73.8,73.8,60.16,0.0,73.8
828.764706,-0.684358,0.494803,73.8,73.8,73.51,59.8,0.0,73.65
828.823529,,,73.65,73.72,73.65,59.66,0.0,73.8
828.882353,-0.684461,0.494853,73.15,73.8,73.8,60.23,0.0,73.8
828.941176,-0.684535,0.495106,73.8,73.8,73.65,59.8,0.0,73.8
829.000000,,,73.07,73.8,73.8,60.74,0.0,73.8
829.058824,-0.684363,0.494733,73.8,73.8,73.65,59.8,0.0,73.8
829.117647,,,73.07,73.65,73.8,60.02,0.0,73.8
829.176471,,,73.8,73.72,73.65,60.02,0.0,73.65
829.235294,-0.684419,0.494863,73.72,73.72,73.65,60.23,0.0,73.65
829.294118,,,73.36,73.8,73.65,60.02,0.0,73.8
829.352941,-0.684365,0.495008,73.8,73.8,73.58,60.02,0.0,73.72
829.411765,-0.684367,0.494900,73.29,73.8,73.8,60.02,0.0,73.8
829.470588,,,73.8,73.8,73.72,60.09,0.0,73.8
829.529412,,,72.93,73.8,73.8,60.74,0.0,73.8
829.588235,,,73.8,73.72,73.65,60.09,0.0,73.72
829.647059,,,73.07,73.65,73.8,60.74,0.0,73.8
829.705882,,,73.8,73.72,73.65,60.16,0.0,73.65
829.764706,,,73.65,73.65,73.65,60.3,0.0,73.8
829.823529,-0.684319,0.494827,73.29,73.72,73.8,60.67,0.0,73.8
829.882353,-0.684287,0.494807,73.8,73.8,73.51,60.23,0.0,73.72
829.941176,,,73.15,73.72,73.72,60.16,0.0,73.8
830.000000,-0.684311,0.494892,73.8,73.8,73.65,60.16,0.0,73.72
830.058824,,,73.0,73.8,73.8,61.1,0.0,73.8
830.117647,,,73.8,73.8,73.65,60.23,0.0,73.72
830.176471,-0.684200,0.494777,73.8,73.58,73.43,60.52,0.0,73.8
830.235294,,,73.15,73.8,73.8,60.38,0.0,73.8
830.294118,-0.684746,0.495786,73.8,73.72,73.58,60.38,0.0,73.65
830.352941,-0.684232,0.494907,72.86,73.8,73.8,60.59,0.0,73.8
830.411765,,,73.8,73.8,73.58,60.38,0.0,73.65
830.470588,-0.684195,0.494984,73.22,73.65,73.58,60.38,0.0,73.8
830.529412,,,73.8,73.8,73.58,60.3,0.0,73.8
830.588235,,,73.36,73.8,73.8,60.45,0.0,73.8
830.647059,-0.684157,0.494928,73.72,73.72,73.65,60.3,0.0,73.72
830.705882,,,73.72,73.8,73.8,60.95,0.0,73.8
830.764706,-0.684231,0.495076,73.07,73.8,73.8,60.67,0.0,73.8
830.823529,-0.684213,0.495098,73.8,73.72,73.65,60.59,0.0,73.72
830.882353,,,73.15,73.8,73.8,61.24,0.0,73.8
830.941176,-0.684165,0.494893,73.8,73.8,73.51,60.59,0.0,73.65
831.000000,,,73.22,73.8,73.8,61.75,0.0,73.8
831.058824,,,73.8,73.8,73.58,60.59,0.0,73.8
831.117647,-0.684231,0.495013,73.8,73.8,73.8,60.88,0.0,73.8
831.176471,,,73.15,73.8,73.8,61.96,0.0,73.8
831.235294,-0.684159,0.495111,73.8,73.8,73.65,60.59,0.0,73.72
831.294118,-0.684214,0.495275,73.15,73.58,73.8,60.81,0.0,73.8
831.352941,,,73.8,73.72,73.65,60.81,0.0,73.65
831.411765,-0.684115,0.494968,73.29,73.8,73.8,60.88,0.0,73.8
831.470588,,,73.8,73.8,73.58,60.88,0.0,73.72
831.529412,,,73.07,73.8,73.8,61.24,0.0,73.8
831.588235,-0.684715,0.495945,73.8,73.8,73.58,60.81,0.0,73.72
831.647059,,,73.72,73.8,73.8,61.17,0.0,73.8
831.705882,-0.684670,0.496002,73.0,73.8,73.8,61.39,0.0,73.8
831.764706,-0.684588,0.495767,73.8,73.8,73.58,60.88,0.0,73.8
831.823529,,,73.07,73.8,73.8,61.75,0.0,73.8
831.882353,-0.684233,0.495083,73.8,73.72,73.65,61.03,0.0,73.72
831.941176,,,73.29,73.8,73.72,61.03,0.0,73.8
832.000000,,,73.8,73.72,73.58,61.03,0.0,73.65
832.058824,,,73.58,73.8,73.58,61.31,0.0,73.29
832.117647,,,73.15,73.8,73.65,60.95,0.0,73.8
832.176471,,,73.8,73.8,73.58,61.03,0.0,73.8
832.235294,,,73.15,73.8,73.8,61.31,0.0,73.8
832.294118,,,73.8,73.8,73.65,61.03,0.0,73.72
832.352941,,,72.64,73.8,73.8,62.04,0.0,73.8
832.411765,,,73.8,73.72,73.72,61.17,0.0,73.72
832.470588,,,73.15,73.43,73.58,61.1,0.0,73.65
832.529412,-0.684110,0.495140,73.8,73.8,73.72,61.24,0.0,73.8
832.588235,,,73.8,73.8,73.65,61.39,0.0,73.72
832.647059,-0.684226,0.495147,73.22,73.72,73.72,61.68,0.0,73.8
832.705882,-0.684246,0.495093,73.8,73.8,73.58,61.31,0.0,73.8
832.764706,,,73.36,73.8,73.8,61.53,0.0,73.8
832.823529,-0.684187,0.495080,73.8,73.8,73.72,61.39,0.0,73.8
832.882353,,,73.0,73.8,73.8,62.54,0.0,73.8
832.941176,,,73.8,73.8,73.65,61.53,0.0,73.8
833.000000,-0.684197,0.495202,73.8,73.72,73.51,61.68,0.0,73.8
833.058824,,,73.22,73.8,73.8,61.68,0.0,73.8
833.117647,-0.684271,0.495141,73.8,73.8,73.58,61.6,0.0,73.72
833.176471,-0.684323,0.495316,73.15,73.8,73.8,62.97,0.0,73.8
833.235294,,,73.8,73.8,73.51,61.53,0.0,73.8
833.294118,-0.684134,0.495188,73.22,73.72,73.8,61.6,0.0,73.8
833.352941,,,73.8,73.8,73.65,61.6,0.0,73.8
833.411765,,,73.22,73.8,73.8,61.89,0.0,73.8
833.470588,-0.684273,0.495206,73.8,73.72,73.58,61.75,0.0,73.8
833.529412,,,73.58,73.72,73.8,62.18,0.0,73.8
833.588235,-0.684208,0.495240,73.22,73.65,73.72,61.82,0.0,73.8
833.647059,-0.684289,0.495431,73.8,73.8,73.65,61.89,0.0,73.72
833.705882,,,73.07,73.8,73.8,62.18,0.0,73.8
833.764706,-0.684260,0.495218,73.8,73.8,73.51,61.75,0.0,73.72
833.823529,,,73.22,73.8,73.8,62.32,0.0,73.8
833.882353,,,73.8,73.8,73.65,61.82,0.0,73.72
833.941176,-0.684779,0.496093,73.58,73.8,73.8,62.04,0.0,73.8
834.000000,,,73.22,73.8,73.8,63.05,0.0,73.8
834.058824,-0.684279,0.495295,73.8,73.72,73.65,61.96,0.0,73.8
834.117647,-0.684775,0.495938,73.07,73.65,73.8,61.96,0.0,73.8
834.176471,,,73.8,73.72,73.51,61.96,0.0,73.65
834.235294,-0.684448,0.495279,73.29,73.8,73.8,62.18,0.0,73.8
834.294118,,,73.8,73.8,73.51,62.04,0.0,73.65
834.352941,,,72.79,73.8,73.8,62.76,0.0,73.8
834.411765,-0.684414,0.495407,73.8,73.72,73.65,61.89,0.0,73.72
834.470588,,,73.8,73.8,73.8,62.54,0.0,73.8
834.529412,-0.684467,0.495470,73.07,73.8,73.8,62.61,0.0,73.8
834.588235,,,73.8,73.72,73.72,62.18,0.0,73.8
834.647059,,,73.07,73.58,73.8,62.9,0.0,73.8
834.705882,,,73.8,73.72,73.58,62.18,0.0,73.72
834.764706,,,73.36,73.8,73.72,62.25,0.0,73.8
834.823529,,,73.8,73.8,73.58,62.32,0.0,73.72
834.882353,,,73.65,73.72,73.58,62.47,0.0,73.8
834.941176,,,73.29,73.8,73.8,62.25,0.0,73.8
835.000000,-0.684571,0.495288,73.8,73.8,73.65,62.25,0.0,73.72
835.058824,-0.684581,0.495302,73.07,73.8,73.8,63.05,0.0,73.8
835.117647,,,73.8,73.8,73.65,62.4,0.0,73.8
835.176471,-0.684609,0.495431,73.07,73.8,73.8,63.77,0.0,73.8
835.235294,,,73.8,73.72,73.58,62.4,0.0,73.65
835.294118,,,73.15,73.72,73.65,62.4,0.0,73.8
835.352941,-0.684686,0.495408,73.8,73.8,73.51,62.54,0.0,73.72
835.411765,,,73.65,73.8,73.72,62.54,0.0,73.8
835.470588,-0.684799,0.495484,73.36,73.72,73.72,62.47,0.0,73.8
835.529412,-0.685191,0.496080,73.8,73.8,73.65,62.4,0.0,73.8
835.588235,,,73.22,73.8,73.8,62.61,0.0,73.8
835.647059,-0.685348,0.496346,73.8,73.72,73.65,62.54,0.0,73.8
835.705882,,,73.07,73.8,73.8,63.12,0.0,73.8
835.764706,,,73.8,73.72,73.58,62.61,0.0,73.65
835.823529,-0.684883,0.495474,73.65,73.65,73.58,62.54,0.0,73.8
835.882353,,,73.15,73.8,73.8,62.97,0.0,73.8
835.941176,-0.684927,0.495506,73.8,73.8,73.58,62.61,0.0,73.72
836.000000,-0.684910,0.495510,73.22,73.8,73.8,63.55,0.0,73.8
836.058824,,,73.8,73.8,73.65,62.69,0.0,73.51
836.117647,-0.684913,0.495610,73.15,73.72,73.8,62.76,0.0,73.8
836.176471,,,73.8,73.72,73.58,62.76,0.0,73.8
836.235294,,,73.15,73.8,73.8,63.41,0.0,73.8
836.294118,-0.685052,0.495590,73.8,73.72,73.65,62.9,0.0,73.65
836.352941,,,73.8,73.8,73.8,63.41,0.0,73.8
836.411765,-0.685496,0.496266,73.22,73.8,73.72,62.9,0.0,73.8
836.470588,-0.685591,0.496458,73.8,73.8,73.58,62.97,0.0,73.72
836.529412,,,73.07,73.8,73.8,63.12,0.0,73.8
836.588235,-0.685619,0.496458,73.8,73.8,73.65,62.83,0.0,73.8
836.647059,,,73.15,73.65,73.8,63.48,0.0,73.8
836.705882,,,73.8,73.72,73.65,62.97,0.0,73.8
836.764706,-0.684993,0.495465,73.65,73.8,73.8,63.26,0.0,73.8
836.823529,,,73.22,73.8,73.8,63.98,0.0,73.8
836.882353,-0.685027,0.495500,73.8,73.72,73.51,63.05,0.0,73.65
836.941176,-0.685086,0.495552,73.29,73.8,73.72,63.05,0.0,73.8
837.000000,,,73.8,73.8,73.51,63.12,0.0,73.65
837.058824,-0.685098,0.495601,73.15,73.8,73.8,63.77,0.0,73.8
837.117647,,,73.8,73.8,73.65,63.05,0.0,73.72
837.176471,,,72.93,73.8,73.8,64.56,0.0,73.8
837.235294,,,73.8,73.72,73.58,63.05,0.0,73.72
837.294118,,,73.8,73.8,73.8,63.91,0.0,73.8
837.352941,,,73.07,73.8,73.8,64.2,0.0,73.8
837.411765,,,73.8,73.72,73.58,63.41,0.0,73.65
837.470588,,,73.15,73.72,73.65,63.62,0.0,73.8
837.529412,-0.685679,0.496453,73.8,73.8,73.58,63.41,0.0,73.65
837.588235,,,73.29,73.8,73.72,63.41,0.0,73.8
837.647059,,,73.8,73.8,73.65,63.41,0.0,73.8
837.705882,-0.685683,0.496357,73.51,73.72,73.72,63.62,0.0,73.8
837.764706,,,73.15,73.8,73.8,63.48,0.0,73.8
837.823529,-0.685263,0.495777,73.8,73.72,73.72,63.48,0.0,73.8
837.882353,-0.685764,0.496522,73.0,73.8,73.8,64.63,0.0,73.8
837.941176,,,73.8,73.8,73.65,63.55,0.0,73.65
838.000000,-0.685308,0.495663,73.22,73.8,73.8,64.71,0.0,73.8
838.058824,,,73.8,73.8,73.58,63.62,0.0,73.65
838.117647,,,73.22,73.72,73.65,63.62,0.0,73.8
838.176471,-0.685377,0.495652,73.8,73.8,73.58,63.48,0.0,73.8
838.235294,,,73.8,73.8,73.8,64.06,0.0,73.8
838.294118,-0.685391,0.495767,73.22,73.8,73.8,63.55,0.0,73.8
838.352941,-0.685416,0.495817,73.8,73.72,73.65,63.62,0.0,73.8
838.411765,,,73.22,73.8,73.8,63.98,0.0,73.8
838.470588,-0.685460,0.495799,73.8,73.72,73.65,63.7,0.0,73.72
838.529412,,,73.07,73.8,73.8,64.2,0.0,73.72
838.588235,,,73.8,73.8,73.51,63.7,0.0,73.72
838.647059,-0.685393,0.495668,73.65,73.72,73.58,64.06,0.0,73.8
838.705882,,,73.22,73.8,73.8,64.2,0.0,73.8
838.764706,-0.685390,0.495872,73.8,73.8,73.65,63.7,0.0,73.8
838.823529,-0.685823,0.496501,73.15,73.8,73.8,64.49,0.0,73.8
838.882353,,,73.8,73.8,73.65,63.7,0.0,73.8
838.941176,-0.685366,0.495678,73.15,73.72,73.8,63.98,0.0,73.8
839.000000,,,73.8,73.72,73.65,63.91,0.0,73.72
839.058824,-0.685294,0.495546,73.07,73.8,73.8,64.34,0.0,73.8
839.117647,-0.685226,0.495654,73.8,73.8,73.51,63.91,0.0,73.65
839.176471,,,73.8,73.72,73.65,64.34,0.0,73.8
839.235294,-0.685342,0.495786,73.22,73.8,73.8,63.98,0.0,73.8
839.294118,,,73.8,73.8,73.65,63.84,0.0,73.8
839.352941,,,72.71,73.8,73.8,64.2,0.0,73.8
839.411765,-0.685351,0.495597,73.8,73.8,73.65,63.91,0.0,73.8
839.470588,,,73.15,73.58,73.72,64.13,0.0,73.8
839.529412,-0.685315,0.495659,73.8,73.72,73.65,64.13,0.0,73.8
839.588235,-0.685364,0.495677,73.72,73.8,73.8,64.34,0.0,73.8
839.647059,,,73.36,73.58,73.58,64.42,0.0,73.8
839.705882,,,73.8,73.8,73.51,64.06,0.0,73.72
839.764706,,,73.29,73.8,73.72,64.13,0.0,73.8
839.823529,,,73.8,73.8,73.51,64.13,0.0,73.8
839.882353,,,73.07,73.8,73.8,65.14,0.0,73.8
839.941176,,,73.8,73.8,73.58,64.13,0.0,73.8
840.000000,,,73.07,73.8,73.8,65.07,0.0,73.8
840.058824,,,73.8,73.58,73.58,64.2,0.0,73.72
840.117647,,,73.8,73.72,73.8,64.42,0.0,73.8
840.176471,-0.685252,0.495601,73.22,73.8,73.8,65.21,0.0,73.72
840.235294,,,73.8,73.8,73.51,64.49,0.0,73.65
840.294118,,,73.15,73.72,73.65,64.49,0.0,73.8
840.352941,-0.685841,0.496435,73.8,73.8,73.51,64.42,0.0,73.8
840.411765,,,73.36,73.8,73.8,64.71,0.0,73.8
840.470588,-0.685785,0.496477,73.8,73.8,73.65,64.56,0.0,73.8
840.529412,-0.685734,0.496340,73.22,73.72,73.8,64.85,0.0,73.8
840.588235,,,73.07,73.65,73.8,64.71,0.0,73.8
840.647059,-0.685250,0.495674,73.8,73.72,73.8,64.78,0.0,73.8
840.705882,,,73.0,73.8,73.8,65.21,0.0,73.8
840.764706,,,73.8,73.8,73.51,64.63,0.0,73.65
840.823529,-0.685226,0.495603,73.22,73.8,73.8,65.43,0.0,73.8
840.882353,,,73.8,73.8,73.51,64.71,0.0,73.72
840.941176,-0.685252,0.495579,73.29,73.8,73.8,64.71,0.0,73.8
841.000000,-0.685295,0.495682,73.8,73.8,73.65,64.63,0.0,73.72
841.058824,,,73.65,73.8,73.8,65.14,0.0,73.65
841.117647,-0.685310,0.495862,73.15,73.65,73.8,64.85,0.0,73.8
841.176471,,,73.8,73.65,73.65,64.78,0.0,73.72
841.235294,,,73.22,73.8,73.8,65.14,0.0,73.8
841.294118,-0.685293,0.495533,73.8,73.72,73.58,64.78,0.0,73.65
841.352941,,,72.86,73.8,73.8,65.64,0.0,73.8
841.411765,-0.685367,0.495646,73.8,73.8,73.51,64.78,0.0,73.72
841.470588,-0.685316,0.495780,73.72,73.8,73.58,64.99,0.0,73.8
841.529412,,,73.15,73.8,73.8,65.28,0.0,73.8
841.588235,-0.685268,0.495743,73.8,73.8,73.65,64.78,0.0,73.72
841.647059,,,73.15,73.58,73.8,65.57,0.0,73.8
841.705882,,,73.8,73.72,73.65,64.92,0.0,73.8
841.764706,-0.685355,0.495651,73.22,73.8,73.8,65.07,0.0,73.8
841.823529,,,73.8,73.72,73.58,64.99,0.0,73.72
841.882353,-0.685339,0.495777,73.22,73.8,73.8,65.79,0.0,73.8
841.941176,-0.685329,0.495775,73.8,73.8,73.51,64.99,0.0,73.72
842.000000,,,73.65,73.72,73.51,64.99,0.0,73.8
842.058824,-0.685323,0.495774,73.22,73.8,73.8,65.57,0.0,73.8
842.117647,,,73.8,73.8,73.65,64.99,0.0,73.72
842.176471,,,72.93,73.8,73.8,66.58,0.0,73.8
842.235294,-0.685344,0.495710,73.8,73.8,73.65,65.14,0.0,73.8
842.294118,,,73.07,73.65,73.8,65.21,0.0,73.8
842.352941,,,73.8,73.72,73.58,65.14,0.0,73.65
842.411765,,,73.72,73.72,73.58,65.5,0.0,73.72
842.470588,,,73.36,73.8,73.58,65.43,0.0,73.8
842.529412,,,73.8,73.8,73.51,65.21,0.0,73.8
842.588235,,,73.36,73.8,73.8,65.28,0.0,73.8
842.647059,,,73.8,73.8,73.8,65.28,0.0,73.8
842.705882,-0.685283,0.495794,73.07,73.8,73.8,65.93,0.0,73.8
842.764706,,,73.8,73.72,73.65,65.35,0.0,73.8
842.823529,-0.685432,0.496010,73.07,73.8,73.8,66.44,0.0,73.8
842.882353,-0.685814,0.496520,73.8,73.8,73.58,65.35,0.0,73.72
842.941176,,,73.65,73.72,73.72,65.5,0.0,73.8
843.000000,-0.685370,0.495750,73.29,73.8,73.8,66.8,0.0,73.8
843.058824,,,73.8,73.8,73.58,65.35,0.0,73.72
843.117647,,,73.22,73.72,73.72,65.35,0.0,73.8
843.176471,-0.685897,0.496672,73.8,73.8,73.65,65.35,0.0,73.8
843.235294,,,73.15,73.8,73.8,65.93,0.0,73.8
843.294118,-0.685383,0.495834,73.8,73.72,73.58,65.43,0.0,73.8
843.352941,-0.685399,0.495822,73.65,73.8,73.8,65.86,0.0,73.8
843.411765,,,73.15,73.65,73.8,65.5,0.0,73.8
843.470588,-0.685871,0.496593,73.8,73.72,73.58,65.5,0.0,73.72
843.529412,,,72.86,73.8,73.8,65.86,0.0,73.72
843.588235,,,73.8,73.8,73.51,65.64,0.0,73.72
843.647059,-0.685915,0.496713,73.22,73.58,73.58,65.86,0.0,73.8
843.705882,,,73.8,73.8,73.65,65.57,0.0,73.8
843.764706,-0.685966,0.496730,73.29,73.8,73.8,65.72,0.0,73.8
843.823529,-0.685944,0.496668,73.8,73.72,73.58,65.57,0.0,73.72
843.882353,,,73.58,73.72,73.8,66.15,0.0,73.8
843.941176,-0.685871,0.496627,73.07,73.72,73.8,65.79,0.0,73.8
844.000000,,,73.8,73.72,73.51,65.72,0.0,73.72
844.058824,,,73.15,73.8,73.8,66.22,0.0,73.8
844.117647,-0.685376,0.495815,73.8,73.8,73.51,65.79,0.0,73.65
844.176471,,,73.15,73.8,73.8,66.51,0.0,73.8
844.235294,-0.685918,0.496710,73.8,73.8,73.65,65.72,0.0,73.72
844.294118,-0.685821,0.496581,73.65,73.8,73.72,65.93,0.0,73.8
844.352941,,,72.93,73.8,73.8,66.44,0.0,73.8
844.411765,-0.685345,0.495878,73.8,73.8,73.58,65.86,0.0,73.72
844.470588,,,73.07,73.58,73.8,66.29,0.0,73.8
844.529412,,,73.8,73.72,73.58,65.93,0.0,73.58
844.588235,-0.685390,0.495804,73.29,73.8,73.8,66.08,0.0,73.8
844.647059,,,73.8,73.8,73.58,66.0,0.0,73.72
844.705882,-0.685823,0.496731,73.15,73.8,73.8,66.29,0.0,73.8
844.764706,-0.685309,0.496035,73.8,73.8,73.58,65.93,0.0,73.8
844.823529,,,73.65,73.8,73.72,66.08,0.0,73.8
844.882353,,,73.07,73.8,73.8,66.51,0.0,73.8
844.941176,,,73.8,73.72,73.65,66.0,0.0,73.8
845.000000,,,73.07,73.8,73.8,67.45,0.0,73.8
845.058824,,,73.8,73.72,73.65,66.0,0.0,73.65
845.117647,,,73.22,73.72,73.58,66.08,0.0,73.8
845.176471,,,73.8,73.8,73.58,66.15,0.0,73.65
845.235294,-0.685844,0.496687,73.65,73.8,73.58,66.29,0.0,73.72
845.294118,,,73.22,73.65,73.65,66.0,0.0,73.8
845.352941,-0.685810,0.496587,73.8,73.8,73.65,66.08,0.0,73.72
845.411765,,,73.22,73.8,73.8,66.44,0.0,73.8
845.470588,,,73.8,73.72,73.65,66.08,0.0,73.8
845.529412,-0.685782,0.496800,72.86,73.8,73.8,67.09,0.0,73.8
845.588235,,,73.8,73.72,73.65,66.29,0.0,73.72
845.647059,-0.685826,0.496750,73.22,73.43,73.51,66.22,0.0,73.58
845.705882,-0.685359,0.495931,73.72,73.8,73.72,66.44,0.0,73.72
845.764706,,,73.8,73.72,73.65,66.51,0.0,73.72
845.823529,-0.685776,0.496644,73.15,73.8,73.8,67.3,0.0,73.8
845.882353,,,73.8,73.8,73.65,66.44,0.0,73.8
845.941176,,,73.22,73.8,73.8,66.58,0.0,73.8
846.000000,-0.685772,0.496800,73.8,73.8,73.65,66.44,0.0,73.8
846.058824,,,73.07,73.8,73.8,67.3,0.0,73.8
846.117647,-0.685794,0.496689,73.8,73.8,73.65,66.58,0.0,73.72
846.176471,-0.685750,0.496663,73.8,73.65,73.72,66.94,0.0,73.8
846.235294,,,73.29,73.8,73.72,66.73,0.0,73.8
846.294118,-0.685715,0.496744,73.8,73.8,73.58,66.73,0.0,73.72
846.352941,,,72.93,73.8,73.8,67.01,0.0,73.8
846.411765,,,73.8,73.8,73.65,66.51,0.0,73.8
846.470588,-0.685705,0.496755,73.22,73.65,73.8,66.73,0.0,73.8
846.529412,,,73.8,73.8,73.65,66.58,0.0,73.8
846.588235,-0.685764,0.496702,73.22,73.8,73.8,67.01,0.0,73.8
846.647059,-0.685620,0.496579,73.8,73.72,73.65,66.73,0.0,73.8
846.705882,,,73.51,73.65,73.72,66.87,0.0,73.8
846.764706,-0.685229,0.495970,73.22,73.65,73.65,66.8,0.0,73.8
846.823529,,,73.8,73.8,73.58,66.8,0.0,73.72
846.882353,,,73.15,73.8,73.8,67.52,0.0,73.8
846.941176,-0.685170,0.495922,73.8,73.8,73.58,66.65,0.0,73.8
847.000000,,,73.15,73.8,73.8,67.52,0.0,73.8
