A0,A1,A2,A5,A6,A7
73.80,73.72,73.65,0.00,0.00,52.95
73.80,73.80,73.80,0.00,0.00,54.61
73.80,73.80,73.51,0.00,0.00,52.95
73.43,73.80,73.80,0.00,0.00,54.82
73.80,73.80,73.65,0.00,0.00,53.16
73.72,73.80,73.80,0.00,0.00,55.04
73.80,73.72,73.72,0.00,0.00,53.16
73.72,73.65,73.65,0.00,0.00,53.23
73.65,73.80,73.80,0.00,0.00,54.75
73.80,73.80,73.51,0.00,0.00,53.38
73.80,73.80,73.80,0.00,0.00,54.75
73.80,73.80,73.65,0.00,0.00,53.52
73.65,73.80,73.80,0.00,0.00,55.25
73.80,73.72,73.58,0.00,0.00,53.45
73.72,73.80,73.80,0.00,0.00,55.25
73.80,73.80,73.51,0.00,0.00,53.67
73.58,73.80,73.80,0.00,0.00,55.40
73.80,73.80,73.65,0.00,0.00,53.74
73.65,73.72,73.80,0.00,0.00,53.81
73.72,73.80,73.80,0.00,0.00,55.40
73.80,73.72,73.51,0.00,0.00,53.67
73.58,73.80,73.80,0.00,0.00,55.47
73.80,73.80,73.58,0.00,0.00,53.88
73.65,73.80,73.80,0.00,0.00,55.40
73.80,73.72,73.65,0.00,0.00,54.03
73.65,73.80,73.80,0.00,0.00,55.76
73.80,73.72,73.51,0.00,0.00,53.96
73.65,73.65,73.65,0.00,0.00,54.10
73.58,73.80,73.80,0.00,0.00,55.83
73.80,73.80,73.72,0.00,0.00,54.17
73.58,73.80,73.80,0.00,0.00,55.98
73.80,73.72,73.72,0.00,0.00,54.17
73.72,73.80,73.80,0.00,0.00,56.05
73.80,73.80,73.58,0.00,0.00,54.24
73.43,73.80,73.80,0.00,0.00,56.05
73.80,73.80,73.65,0.00,0.00,54.39
73.65,73.80,73.80,0.00,0.00,55.98
73.80,73.72,73.65,0.00,0.00,54.39
73.58,73.65,73.72,0.00,0.00,54.46
73.72,73.80,73.80,0.00,0.00,56.26
73.80,73.80,73.58,0.00,0.00,54.53
73.15,73.80,73.80,0.00,0.00,56.34
73.80,73.80,73.65,0.00,0.00,54.61
73.65,73.80,73.80,0.00,0.00,56.63
73.80,73.72,73.65,0.00,0.00,54.61
73.80,73.80,73.80,0.00,0.00,56.48
73.80,73.80,73.58,0.00,0.00,54.75
73.22,73.80,73.80,0.00,0.00,56.55
73.80,73.80,73.65,0.00,0.00,54.89
73.80,73.80,73.80,0.00,0.00,54.97
73.65,73.80,73.80,0.00,0.00,56.70
73.80,73.65,73.58,0.00,0.00,54.82
73.72,73.80,73.80,0.00,0.00,56.70
73.80,73.80,73.58,0.00,0.00,54.97
73.15,73.80,73.80,0.00,0.00,56.70
73.80,73.72,73.65,0.00,0.00,55.11
73.65,73.80,73.80,0.00,0.00,56.91
73.80,73.72,73.58,0.00,0.00,55.11
73.72,73.80,73.80,0.00,0.00,56.99
73.80,73.80,73.58,0.00,0.00,55.25
73.22,73.58,73.43,0.00,0.00,55.33
73.65,73.80,73.80,0.00,0.00,57.13
73.80,73.65,73.65,0.00,0.00,55.25
73.65,73.80,73.80,0.00,0.00,57.20
73.80,73.80,73.58,0.00,0.00,55.25
73.72,73.80,73.80,0.00,0.00,57.42
73.80,73.80,73.65,0.00,0.00,55.47
73.29,73.80,73.80,0.00,0.00,57.20
73.80,73.72,73.65,0.00,0.00,55.54
73.72,73.80,73.80,0.00,0.00,57.35
73.80,73.80,73.58,0.00,0.00,55.62
73.65,73.72,73.65,0.00,0.00,55.69
73.65,73.80,73.80,0.00,0.00,57.56
73.80,73.80,73.65,0.00,0.00,55.76
73.65,73.80,73.80,0.00,0.00,57.35
73.80,73.65,73.72,0.00,0.00,55.76
73.80,73.80,73.80,0.00,0.00,57.64
73.80,73.80,73.58,0.00,0.00,55.83
73.72,73.80,73.80,0.00,0.00,57.85
73.80,73.80,73.72,0.00,0.00,55.98
73.80,73.80,73.80,0.00,0.00,57.64
73.80,73.72,73.72,0.00,0.00,56.05
73.58,73.58,73.58,0.00,0.00,56.12
73.80,73.80,73.80,0.00,0.00,58.00
73.80,73.80,73.51,0.00,0.00,56.26
73.22,73.80,73.80,0.00,0.00,58.00
73.80,73.80,73.65,0.00,0.00,56.34
73.72,73.80,73.80,0.00,0.00,57.85
73.80,73.72,73.65,0.00,0.00,56.34
73.72,73.80,73.80,0.00,0.00,58.21
73.80,73.80,73.58,0.00,0.00,56.41
73.51,73.22,73.58,0.00,0.00,56.48
73.58,73.80,73.80,0.00,0.00,58.28
73.80,73.65,73.65,0.00,0.00,56.55
73.58,73.80,73.80,0.00,0.00,58.28
73.80,73.72,73.51,0.00,0.00,56.55
73.72,73.80,73.80,0.00,0.00,58.43
73.80,73.80,73.58,0.00,0.00,56.70
73.07,73.80,73.80,0.00,0.00,58.57
73.80,73.72,73.65,0.00,0.00,56.84
73.72,73.80,73.80,0.00,0.00,58.72
73.80,73.72,73.51,0.00,0.00,56.91
73.65,73.80,73.65,0.00,0.00,56.91
73.65,73.80,73.80,0.00,0.00,58.86
73.80,73.80,73.72,0.00,0.00,56.99
73.07,73.80,73.80,0.00,0.00,58.79
73.80,73.72,73.65,0.00,0.00,57.06
73.65,73.80,73.80,0.00,0.00,58.93
73.80,73.80,73.58,0.00,0.00,57.13
73.72,73.80,73.80,0.00,0.00,59.15
73.80,73.80,73.65,0.00,0.00,57.27
72.93,73.80,73.80,0.00,0.00,59.15
73.80,73.72,73.65,0.00,0.00,57.35
73.58,73.65,73.72,0.00,0.00,57.35
73.72,73.80,73.80,0.00,0.00,59.15
73.80,73.80,73.58,0.00,0.00,57.42
73.72,73.80,73.80,0.00,0.00,59.51
73.80,73.80,73.65,0.00,0.00,57.56
73.22,73.80,73.80,0.00,0.00,59.37
73.80,73.72,73.72,0.00,0.00,57.56
73.72,73.80,73.80,0.00,0.00,59.51
73.80,73.80,73.58,0.00,0.00,57.71
73.80,73.80,73.80,0.00,0.00,59.73
73.80,73.80,73.65,0.00,0.00,57.78
73.22,73.58,73.58,0.00,0.00,57.78
73.65,73.80,73.80,0.00,0.00,59.66
73.80,73.72,73.58,0.00,0.00,57.78
73.72,73.80,73.80,0.00,0.00,59.73
73.80,73.80,73.58,0.00,0.00,57.92
73.72,73.80,73.80,0.00,0.00,60.02
73.80,73.72,73.65,0.00,0.00,58.00
73.51,73.80,73.80,0.00,0.00,59.37
73.80,73.72,73.58,0.00,0.00,58.00
73.80,73.80,73.80,0.00,0.00,60.09
73.80,73.80,73.58,0.00,0.00,58.14
73.72,73.72,73.80,0.00,0.00,58.28
73.51,73.80,73.80,0.00,0.00,60.16
73.80,73.65,73.65,0.00,0.00,58.28
73.65,73.80,73.80,0.00,0.00,60.02
73.80,73.72,73.58,0.00,0.00,58.21
73.72,73.80,73.80,0.00,0.00,60.38
73.80,73.80,73.65,0.00,0.00,58.36
73.36,73.80,73.80,0.00,0.00,60.45
73.80,73.72,73.65,0.00,0.00,58.50
73.80,73.80,73.80,0.00,0.00,58.43
73.65,73.58,73.58,0.00,0.00,58.43
73.65,73.72,73.65,0.00,0.00,58.50
73.80,73.80,73.80,0.00,0.00,60.59
73.80,73.80,73.65,0.00,0.00,58.57
73.07,73.80,73.80,0.00,0.00,60.45
73.80,73.72,73.72,0.00,0.00,58.57
73.80,73.80,73.80,0.00,0.00,60.67
73.80,73.80,73.58,0.00,0.00,58.65
73.72,73.80,73.80,0.00,0.00,60.81
73.80,73.80,73.72,0.00,0.00,58.79
73.22,72.93,73.29,0.00,0.00,58.93
73.65,73.80,73.80,0.00,0.00,60.74
73.80,73.65,73.58,0.00,0.00,58.86
73.80,73.80,73.80,0.00,0.00,60.88
73.80,73.80,73.51,0.00,0.00,59.01
73.80,73.80,73.80,0.00,0.00,61.10
73.80,73.80,73.65,0.00,0.00,59.15
72.79,73.80,73.80,0.00,0.00,60.95
73.80,73.72,73.65,0.00,0.00,59.08
73.80,73.80,73.80,0.00,0.00,61.17
73.80,73.80,73.58,0.00,0.00,59.22
73.65,73.80,73.72,0.00,0.00,59.37
73.65,73.80,73.80,0.00,0.00,61.24
73.80,73.72,73.65,0.00,0.00,59.37
73.43,73.80,73.80,0.00,0.00,61.10
73.80,73.72,73.51,0.00,0.00,59.37
73.72,73.80,73.80,0.00,0.00,61.31
73.80,73.80,73.51,0.00,0.00,59.66
73.72,73.80,73.80,0.00,0.00,61.60
73.80,73.72,73.65,0.00,0.00,59.66
73.00,73.80,73.80,0.00,0.00,61.46
73.80,73.65,73.58,0.00,0.00,59.66
73.72,73.80,73.72,0.00,0.00,59.73
73.72,73.80,73.80,0.00,0.00,61.82
73.80,73.80,73.65,0.00,0.00,59.80
73.51,73.80,73.80,0.00,0.00,61.82
73.80,73.72,73.65,0.00,0.00,59.87
73.65,73.80,73.80,0.00,0.00,61.68
73.80,73.80,73.51,0.00,0.00,59.87
73.72,73.80,73.80,0.00,0.00,62.11
73.80,73.80,73.65,0.00,0.00,60.02
73.72,73.80,73.80,0.00,0.00,62.18
73.80,73.72,73.65,0.00,0.00,60.16
73.80,73.80,73.80,0.00,0.00,60.38
73.72,73.80,73.80,0.00,0.00,62.11
73.80,73.80,73.58,0.00,0.00,60.16
73.80,73.80,73.80,0.00,0.00,62.40
73.80,73.80,73.72,0.00,0.00,60.30
73.43,73.80,73.80,0.00,0.00,62.32
73.80,73.72,73.65,0.00,0.00,60.30
73.80,73.80,73.80,0.00,0.00,62.04
73.80,73.80,73.51,0.00,0.00,60.45
73.80,73.80,73.80,0.00,0.00,62.54
73.80,73.80,73.65,0.00,0.00,60.52
73.58,73.58,73.80,0.00,0.00,60.67
73.51,73.80,73.80,0.00,0.00,62.47
73.80,73.72,73.58,0.00,0.00,60.52
73.72,73.80,73.80,0.00,0.00,62.54
73.80,73.80,73.58,0.00,0.00,60.74
73.72,73.80,73.80,0.00,0.00,62.83
73.80,73.80,73.65,0.00,0.00,60.81
73.29,73.80,73.80,0.00,0.00,62.76
73.80,73.72,73.65,0.00,0.00,60.74
73.80,73.80,73.80,0.00,0.00,62.90
73.80,73.80,73.58,0.00,0.00,60.88
73.65,73.72,73.80,0.00,0.00,60.95
73.65,73.80,73.80,0.00,0.00,63.05
73.80,73.72,73.65,0.00,0.00,60.95
73.36,73.80,73.80,0.00,0.00,62.90
73.80,73.80,73.58,0.00,0.00,60.95
73.72,73.80,73.80,0.00,0.00,63.05
73.80,73.80,73.58,0.00,0.00,61.10
73.65,73.80,73.80,0.00,0.00,63.26
73.80,73.72,73.65,0.00,0.00,61.24
73.00,72.93,73.36,0.00,0.00,61.17
73.72,73.80,73.80,0.00,0.00,63.26
73.80,73.80,73.58,0.00,0.00,61.17
73.80,73.80,73.80,0.00,0.00,63.48
73.80,73.80,73.72,0.00,0.00,61.31
73.65,73.80,73.80,0.00,0.00,63.62
73.80,73.72,73.72,0.00,0.00,61.39
73.22,73.80,73.80,0.00,0.00,63.41
73.80,73.80,73.58,0.00,0.00,61.46
73.72,73.80,73.80,0.00,0.00,63.77
73.80,73.80,73.72,0.00,0.00,61.60
73.58,73.80,73.80,0.00,0.00,61.82
73.58,73.80,73.80,0.00,0.00,63.70
73.80,73.72,73.65,0.00,0.00,61.60
73.72,73.80,73.80,0.00,0.00,63.33
73.80,73.80,73.58,0.00,0.00,61.75
73.80,73.80,73.80,0.00,0.00,63.91
73.80,73.80,73.65,0.00,0.00,61.89
73.65,73.80,73.80,0.00,0.00,64.13
73.80,73.65,73.72,0.00,0.00,61.82
73.43,73.80,73.80,0.00,0.00,64.06
73.80,73.80,73.58,0.00,0.00,61.96
73.65,73.80,73.65,0.00,0.00,62.18
73.80,73.80,73.80,0.00,0.00,64.27
73.80,73.72,73.65,0.00,0.00,62.18
73.43,73.80,73.80,0.00,0.00,64.20
73.80,73.72,73.51,0.00,0.00,62.11
73.80,73.80,73.80,0.00,0.00,63.77
73.80,73.80,73.51,0.00,0.00,62.32
73.80,73.80,73.80,0.00,0.00,64.49
73.80,73.72,73.65,0.00,0.00,62.40
73.72,73.80,73.80,0.00,0.00,64.63
73.80,73.72,73.58,0.00,0.00,62.32
73.80,73.80,73.80,0.00,0.00,62.47
73.72,73.80,73.80,0.00,0.00,64.56
73.80,73.80,73.65,0.00,0.00,62.47
73.65,73.80,73.80,0.00,0.00,64.71
73.80,73.72,73.65,0.00,0.00,62.61
73.36,73.80,73.80,0.00,0.00,64.71
73.80,73.80,73.51,0.00,0.00,62.54
73.80,73.80,73.80,0.00,0.00,64.63
73.80,73.80,73.58,0.00,0.00,62.76
73.80,73.80,73.80,0.00,0.00,65.21
73.80,73.72,73.65,0.00,0.00,62.90
73.51,73.51,73.72,0.00,0.00,62.90
73.58,73.80,73.80,0.00,0.00,64.92
73.80,73.80,73.58,0.00,0.00,62.83
73.72,73.80,73.80,0.00,0.00,65.21
73.80,73.80,73.65,0.00,0.00,62.97
73.65,73.80,73.80,0.00,0.00,65.28
73.80,73.72,73.65,0.00,0.00,63.05
73.36,73.80,73.80,0.00,0.00,65.14
73.80,73.80,73.51,0.00,0.00,63.05
73.80,73.80,73.80,0.00,0.00,65.43
73.80,73.80,73.65,0.00,0.00,63.26
73.58,73.80,73.80,0.00,0.00,63.41
73.65,73.80,73.80,0.00,0.00,65.50
73.80,73.72,73.65,0.00,0.00,63.26
73.07,73.80,73.80,0.00,0.00,65.35
73.80,73.80,73.58,0.00,0.00,63.48
73.80,73.80,73.80,0.00,0.00,65.72
73.80,73.80,73.65,0.00,0.00,63.55
73.65,73.80,73.80,0.00,0.00,65.86
73.80,73.72,73.65,0.00,0.00,63.55
73.07,73.07,72.86,0.00,0.00,63.48
73.58,73.65,73.51,0.00,0.00,63.48
73.65,73.72,73.72,0.00,0.00,63.70
73.80,73.80,73.80,0.00,0.00,65.86
73.80,73.72,73.65,0.00,0.00,63.70
73.58,73.80,73.80,0.00,0.00,65.86
73.80,73.80,73.58,0.00,0.00,63.62
73.36,73.80,73.80,0.00,0.00,65.79
73.80,73.80,73.58,0.00,0.00,63.84
73.80,73.80,73.80,0.00,0.00,66.22
73.80,73.80,73.65,0.00,0.00,63.91
73.58,73.72,73.80,0.00,0.00,64.06
73.72,73.80,73.80,0.00,0.00,66.00
73.80,73.80,73.51,0.00,0.00,63.84
73.80,73.80,73.80,0.00,0.00,65.79
73.80,73.80,73.65,0.00,0.00,63.98
73.65,73.80,73.80,0.00,0.00,66.36
73.80,73.72,73.65,0.00,0.00,64.06
73.58,73.80,73.80,0.00,0.00,66.36
73.80,73.80,73.58,0.00,0.00,64.06
73.58,73.80,73.80,0.00,0.00,66.22
73.80,73.80,73.65,0.00,0.00,64.27
73.65,73.80,73.80,0.00,0.00,64.42
73.72,73.80,73.80,0.00,0.00,66.65
73.80,73.72,73.72,0.00,0.00,64.20
73.58,73.80,73.80,0.00,0.00,66.36
73.80,73.80,73.58,0.00,0.00,64.27
73.80,73.80,73.80,0.00,0.00,66.36
73.80,73.80,73.72,0.00,0.00,64.42
73.65,73.80,73.80,0.00,0.00,66.87
73.80,73.72,73.65,0.00,0.00,64.42
73.58,73.80,73.80,0.00,0.00,66.73
73.80,73.80,73.58,0.00,0.00,64.56
73.80,73.80,73.80,0.00,0.00,64.49
73.80,73.80,73.80,0.00,0.00,66.94
73.80,73.72,73.65,0.00,0.00,64.71
73.65,73.80,73.80,0.00,0.00,66.94
73.80,73.72,73.58,0.00,0.00,64.56
73.29,73.80,73.80,0.00,0.00,66.80
73.80,73.80,73.58,0.00,0.00,64.78
73.80,73.80,73.80,0.00,0.00,66.94
73.80,73.80,73.65,0.00,0.00,64.92
73.72,73.80,73.80,0.00,0.00,67.23
73.80,73.72,73.65,0.00,0.00,64.92
73.65,73.58,73.58,0.00,0.00,64.99
73.65,73.80,73.80,0.00,0.00,67.16
73.80,73.80,73.58,0.00,0.00,65.07
73.72,73.80,73.80,0.00,0.00,67.37
73.80,73.72,73.65,0.00,0.00,65.21
73.65,73.80,73.80,0.00,0.00,67.30
73.80,73.65,73.51,0.00,0.00,65.21
73.51,73.80,73.80,0.00,0.00,67.37
73.80,73.80,73.58,0.00,0.00,65.35
73.80,73.80,73.80,0.00,0.00,67.66
73.80,73.72,73.65,0.00,0.00,65.43
73.58,73.72,73.80,0.00,0.00,65.50
73.65,73.80,73.80,0.00,0.00,67.59
73.80,73.80,73.58,0.00,0.00,65.43
73.43,73.80,73.80,0.00,0.00,67.66
73.80,73.80,73.65,0.00,0.00,65.64
73.65,73.80,73.80,0.00,0.00,68.02
73.80,73.72,73.65,0.00,0.00,65.64
73.65,73.80,73.80,0.00,0.00,67.88
73.80,73.80,73.51,0.00,0.00,65.64
73.43,73.65,73.22,0.00,0.00,65.79
73.72,73.80,73.80,0.00,0.00,67.66
73.80,73.80,73.65,0.00,0.00,65.79
73.65,73.80,73.80,0.00,0.00,68.24
73.80,73.72,73.65,0.00,0.00,65.86
73.72,73.80,73.80,0.00,0.00,68.24
73.80,73.80,73.51,0.00,0.00,66.00
73.58,73.80,73.80,0.00,0.00,68.24
73.80,73.80,73.65,0.00,0.00,66.08
73.65,73.80,73.80,0.00,0.00,68.46
73.80,73.72,73.65,0.00,0.00,66.08
73.65,73.65,73.65,0.00,0.00,66.15
73.58,73.80,73.80,0.00,0.00,68.46
73.80,73.80,73.58,0.00,0.00,66.29
73.72,73.80,73.80,0.00,0.00,68.38
73.80,73.72,73.65,0.00,0.00,66.36
73.65,73.80,73.80,0.00,0.00,68.60
73.80,73.72,73.58,0.00,0.00,66.29
73.58,73.80,73.80,0.00,0.00,68.60
73.80,73.80,73.58,0.00,0.00,66.51
73.72,73.80,73.80,0.00,0.00,68.31
73.80,73.80,73.65,0.00,0.00,66.58
73.65,73.72,73.80,0.00,0.00,66.65
73.72,73.80,73.80,0.00,0.00,68.82
73.80,73.80,73.58,0.00,0.00,66.51
73.43,73.80,73.80,0.00,0.00,68.89
73.80,73.80,73.65,0.00,0.00,66.73
73.65,73.80,73.80,0.00,0.00,68.96
73.80,73.72,73.72,0.00,0.00,66.80
73.58,73.80,73.80,0.00,0.00,69.18
73.80,73.80,73.58,0.00,0.00,66.73
73.51,73.80,73.80,0.00,0.00,69.25
73.80,73.80,73.58,0.00,0.00,66.94
73.65,73.80,73.80,0.00,0.00,66.73
73.72,73.80,73.80,0.00,0.00,69.25
73.80,73.72,73.72,0.00,0.00,66.94
73.72,73.80,73.80,0.00,0.00,69.25
73.80,73.80,73.58,0.00,0.00,66.94
73.22,73.80,73.80,0.00,0.00,69.39
73.80,73.80,73.72,0.00,0.00,67.16
73.65,73.80,73.80,0.00,0.00,69.68
73.80,73.72,73.65,0.00,0.00,67.16
73.65,73.80,73.80,0.00,0.00,69.68
73.80,73.80,73.58,0.00,0.00,67.16
73.51,73.22,73.43,0.00,0.00,67.37
73.51,73.80,73.80,0.00,0.00,69.54
73.80,73.80,73.65,0.00,0.00,67.30
73.65,73.80,73.80,0.00,0.00,69.68
73.80,73.72,73.65,0.00,0.00,67.23
73.80,73.80,73.80,0.00,0.00,69.68
73.80,73.80,73.58,0.00,0.00,67.37
73.22,73.80,73.80,0.00,0.00,69.76
73.80,73.80,73.65,0.00,0.00,67.52
73.72,73.80,73.80,0.00,0.00,70.26
73.80,73.72,73.72,0.00,0.00,67.66
73.65,73.72,73.65,0.00,0.00,67.66
73.58,73.80,73.80,0.00,0.00,69.97
73.80,73.80,73.58,0.00,0.00,67.74
73.43,73.80,73.80,0.00,0.00,69.61
73.80,73.72,73.65,0.00,0.00,67.81
73.65,73.80,73.80,0.00,0.00,70.26
73.80,73.72,73.58,0.00,0.00,67.74
73.80,73.80,73.80,0.00,0.00,70.19
73.80,73.80,73.58,0.00,0.00,67.95
73.22,73.80,73.65,0.00,0.00,68.02
73.51,73.58,73.65,0.00,0.00,67.95
73.58,73.72,73.80,0.00,0.00,68.02
73.72,73.80,73.80,0.00,0.00,70.26
73.80,73.80,73.51,0.00,0.00,67.95
73.58,73.80,73.80,0.00,0.00,70.40
73.80,73.80,73.65,0.00,0.00,68.10
73.58,73.80,73.80,0.00,0.00,69.90
73.80,73.72,73.65,0.00,0.00,68.24
73.58,73.80,73.80,0.00,0.00,70.40
73.80,73.80,73.51,0.00,0.00,68.17
73.65,73.72,73.65,0.00,0.00,68.38
73.58,73.80,73.80,0.00,0.00,70.62
73.80,73.80,73.65,0.00,0.00,68.31
73.58,73.80,73.80,0.00,0.00,70.62
73.80,73.72,73.72,0.00,0.00,68.38
73.72,73.80,73.80,0.00,0.00,70.84
73.80,73.80,73.51,0.00,0.00,68.46
73.51,73.80,73.80,0.00,0.00,70.84
73.80,73.80,73.65,0.00,0.00,68.60
73.65,73.80,73.80,0.00,0.00,70.62
73.80,73.72,73.65,0.00,0.00,68.60
73.58,73.65,73.65,0.00,0.00,68.60
73.65,73.80,73.80,0.00,0.00,71.05
73.80,73.80,73.58,0.00,0.00,68.75
73.00,73.80,73.80,0.00,0.00,71.05
73.80,73.80,73.65,0.00,0.00,68.89
73.65,73.80,73.80,0.00,0.00,71.13
73.80,73.72,73.58,0.00,0.00,68.89
73.72,73.80,73.80,0.00,0.00,71.27
73.80,73.80,73.58,0.00,0.00,69.03
73.36,73.80,73.80,0.00,0.00,71.41
73.80,73.80,73.65,0.00,0.00,69.11
73.58,73.72,73.80,0.00,0.00,69.03
73.58,73.80,73.80,0.00,0.00,71.56
73.80,73.80,73.58,0.00,0.00,69.03
73.72,73.80,73.80,0.00,0.00,71.70
73.80,73.80,73.65,0.00,0.00,69.25
72.86,73.80,73.80,0.00,0.00,71.63
73.80,73.72,73.65,0.00,0.00,69.32
73.58,73.80,73.80,0.00,0.00,71.70
73.80,73.80,73.58,0.00,0.00,69.25
73.72,73.80,73.80,0.00,0.00,71.92
73.80,73.80,73.58,0.00,0.00,69.47
73.43,73.36,73.29,0.00,0.00,69.47
73.65,73.80,73.80,0.00,0.00,71.92
73.80,73.72,73.72,0.00,0.00,69.39
73.72,73.80,73.80,0.00,0.00,71.99
73.80,73.80,73.58,0.00,0.00,69.39
73.72,73.80,73.80,0.00,0.00,72.14
73.80,73.80,73.72,0.00,0.00,69.61
72.93,73.80,73.80,0.00,0.00,71.99
73.80,73.72,73.65,0.00,0.00,69.68
73.65,73.80,73.80,0.00,0.00,72.21
73.80,73.80,73.58,0.00,0.00,69.68
73.58,73.72,73.65,0.00,0.00,69.83
73.58,73.80,73.80,0.00,0.00,72.35
73.80,73.80,73.65,0.00,0.00,69.83
73.58,73.80,73.80,0.00,0.00,71.85
73.80,73.72,73.65,0.00,0.00,69.76
73.80,73.80,73.80,0.00,0.00,72.35
73.80,73.80,73.58,0.00,0.00,69.97
73.80,73.80,73.80,0.00,0.00,72.71
73.80,73.80,73.65,0.00,0.00,70.04
73.72,73.80,73.80,0.00,0.00,70.48
73.58,73.58,73.72,0.00,0.00,69.97
73.65,73.65,73.65,0.00,0.00,70.04
73.80,73.80,73.80,0.00,0.00,72.57
73.80,73.80,73.58,0.00,0.00,70.12
73.43,73.80,73.80,0.00,0.00,72.57
73.80,73.72,73.65,0.00,0.00,70.19
73.72,73.80,73.80,0.00,0.00,72.28
73.80,73.72,73.58,0.00,0.00,70.12
73.72,73.80,73.80,0.00,0.00,72.71
73.80,73.80,73.58,0.00,0.00,70.26
73.65,73.65,73.80,0.00,0.00,70.48
73.58,73.80,73.80,0.00,0.00,72.79
73.80,73.72,73.65,0.00,0.00,70.33
73.65,73.80,73.80,0.00,0.00,72.79
73.80,73.80,73.51,0.00,0.00,70.40
73.72,73.80,73.80,0.00,0.00,73.00
73.80,73.80,73.65,0.00,0.00,70.55
73.07,73.80,73.80,0.00,0.00,73.00
73.80,73.72,73.65,0.00,0.00,70.62
73.72,73.80,73.80,0.00,0.00,73.07
73.80,73.80,73.58,0.00,0.00,70.55
73.65,73.80,73.65,0.00,0.00,70.69
73.80,73.80,73.80,0.00,0.00,73.15
73.80,73.80,73.65,0.00,0.00,70.69
72.86,73.80,73.80,0.00,0.00,73.07
73.80,73.80,73.80,0.00,0.00,72.35
73.80,73.80,73.80,0.00,0.00,72.86
73.80,73.80,73.80,0.00,0.00,72.86
73.80,73.80,73.58,0.00,0.00,70.98
72.79,73.65,73.80,0.00,0.00,71.41
73.15,73.80,73.80,0.00,0.00,71.85
73.80,73.65,73.65,0.00,0.00,70.55
73.29,73.80,73.80,0.00,0.00,71.20
73.80,73.72,73.51,0.00,0.00,70.26
73.15,73.80,73.80,0.00,0.00,70.98
73.80,73.72,73.65,0.00,0.00,70.04
72.64,73.72,73.80,0.00,0.00,70.62
73.80,73.58,73.72,0.00,0.00,69.68
73.15,73.80,73.80,0.00,0.00,69.90
73.80,73.72,73.58,0.07,0.00,69.32
73.65,73.72,73.80,0.07,0.00,69.39
73.07,73.80,73.80,0.00,0.00,69.90
73.80,73.80,73.65,0.57,0.00,69.03
73.00,73.80,73.80,0.00,0.00,69.47
73.80,73.65,73.65,0.86,0.00,68.67
73.22,73.80,73.80,0.28,0.00,69.11
73.80,73.80,73.51,1.29,0.00,68.38
73.22,73.80,73.80,0.86,0.00,68.89
73.80,73.80,73.65,1.80,0.00,68.02
73.80,73.65,73.80,1.44,0.00,69.03
73.22,73.80,73.80,1.29,0.00,68.31
73.80,73.65,73.58,1.51,0.00,67.52
73.15,73.80,73.80,0.93,0.00,67.95
73.80,73.80,73.58,1.94,0.00,67.30
72.86,73.80,73.80,1.37,0.00,67.81
73.80,73.72,73.65,2.30,0.00,67.01
73.15,73.80,73.80,1.58,0.00,67.23
73.80,73.65,73.51,2.38,0.00,66.58
73.22,73.80,73.80,1.80,0.00,66.94
73.80,73.72,73.51,2.38,0.00,66.36
73.65,73.80,73.80,2.23,0.00,66.44
73.07,73.80,73.80,1.80,0.00,66.65
73.80,73.65,73.72,2.45,0.00,65.79
73.15,73.80,73.80,1.94,0.00,65.93
73.80,73.80,73.58,2.59,0.00,65.50
73.22,73.80,73.80,2.09,0.00,65.86
73.80,73.72,73.65,2.66,0.00,65.21
72.79,73.80,73.80,2.01,0.00,65.57
73.80,73.65,73.65,2.66,0.00,64.92
73.07,73.36,73.51,2.23,0.00,64.42
73.80,73.80,73.80,2.38,0.00,64.99
73.80,73.72,73.58,2.95,0.00,64.27
73.22,73.80,73.80,2.38,0.00,64.85
73.80,73.80,73.72,3.02,0.00,64.13
72.50,73.80,73.80,2.38,0.00,64.56
73.80,73.65,73.72,3.10,0.00,63.70
73.22,73.80,73.80,2.59,0.00,63.77
73.80,73.80,73.58,3.17,0.00,63.41
73.22,73.80,73.80,2.66,0.00,63.77
73.80,73.80,73.72,3.31,0.00,63.12
73.29,73.58,73.80,3.17,0.00,63.12
73.15,73.80,73.80,2.81,0.00,63.33
73.80,73.65,73.58,3.39,0.00,62.54
73.22,73.80,73.80,2.88,0.00,62.90
73.80,73.72,73.58,3.46,0.00,62.25
73.22,73.80,73.80,2.88,0.00,62.76
73.80,73.72,73.65,3.60,0.00,61.96
72.57,73.80,73.80,3.02,0.00,62.32
73.80,73.65,73.65,3.60,0.00,61.53
73.22,73.80,73.80,3.10,0.00,61.75
73.80,73.80,73.58,3.75,0.00,61.31
73.72,73.72,73.80,3.60,0.00,61.46
72.93,73.80,73.80,3.10,0.00,61.75
73.80,73.65,73.65,3.82,0.00,60.88
73.15,73.80,73.80,3.31,0.00,61.10
73.80,73.65,73.58,3.96,0.00,60.45
73.22,73.80,73.80,3.46,0.00,60.88
73.80,73.72,73.65,4.03,0.00,60.30
73.07,73.80,73.80,3.46,0.00,60.59
73.80,73.65,73.65,4.11,0.00,59.94
72.71,73.80,73.80,3.60,0.00,60.16
73.80,73.65,73.58,4.25,0.00,59.51
73.65,73.80,73.65,4.18,0.00,59.37
73.29,73.80,73.80,3.67,0.00,59.94
73.80,73.80,73.65,4.18,0.00,59.15
72.93,73.80,73.80,3.53,0.00,59.51
